"","total","anchor"
"598",8,3
"599",30,10
"600",15,5
"601",20,7
"602",12,4
"603",16,5
"604",5,2
"605",18,5
"606",11,2
"607",9,3
"608",21,7
"609",10,3
"610",21,6
"611",4,2
"612",7,2
"613",9,2
"614",11,2
"615",12,4
"616",9,4
"617",7,2
"618",15,4
"619",11,5
"620",8,3
"621",13,4
"622",24,7
"623",27,10
"624",12,5
"625",10,5
"626",4,1
"627",10,4
"628",13,4
"629",12,4
"630",9,3
"631",17,6
"632",24,7
"633",20,7
"634",25,5
"635",12,5
"636",14,4
"637",17,4
"638",22,7
"639",13,4
"640",21,4
"641",20,7
"642",10,3
"643",23,6
"644",10,2
"645",13,4
"646",10,4
"647",26,8
"648",9,0
"649",9,5
"650",11,4
"651",26,8
"652",16,6
"653",29,10
"654",21,5
"655",17,3
"656",15,6
"657",7,4
"658",20,7
"659",12,2
"660",8,2
"661",21,6
"662",25,8
"663",12,3
"664",10,4
"665",25,9
"666",16,6
"667",14,3
"668",18,7
"669",19,7
"670",25,7
"671",15,5
"672",11,5
"673",12,3
"674",11,6
"675",9,2
"676",14,7
"677",25,7
"678",17,5
"679",15,7
"680",12,5
"681",17,6
"682",19,8
"683",23,7
"684",12,2
"685",14,5
"686",13,4
"687",13,6
"688",10,5
"689",12,5
"690",26,9
"691",7,4
"692",26,7
"693",12,3
"694",20,7
"695",32,11
"696",14,4
"697",13,6
"698",9,1
"699",8,3
"700",10,4
"701",14,4
"702",7,3
"703",14,3
"704",20,6
"705",7,1
"706",18,8
"707",8,4
"708",17,7
"709",11,4
"710",12,3
"711",11,5
"712",12,4
"713",13,4
"714",8,4
"715",16,4
"716",20,4
"717",22,9
"718",12,3
"719",9,1
"720",22,6
"721",30,10
"722",11,2
"723",8,3
"724",15,4
"725",11,4
"726",9,4
"727",9,3
"728",8,3
"729",16,7
"730",14,3
"731",22,7
"732",22,7
"733",6,1
"734",17,6
"735",22,7
"736",17,5
"737",18,6
"738",8,5
"739",15,5
"740",15,5
"741",16,6
"742",17,5
"743",32,11
"744",20,8
"745",12,7
"746",8,3
"747",24,9
"748",29,9
"749",8,6
"750",7,2
"751",27,9
"752",20,7
"753",22,6
"754",18,5
"755",11,3
"756",20,6
"757",6,2
"758",11,3
"759",10,4
"760",11,4
"761",15,5
"762",23,7
"763",16,3
"764",22,6
"765",23,7
"766",26,8
"767",17,6
"768",18,6
"769",18,8
"770",19,6
"771",24,9
"772",15,6
"773",16,6
"774",30,10
"775",11,4
"776",15,6
"777",12,5
"778",5,3
"779",25,7
"780",11,4
"781",10,4
"782",10,4
"783",24,8
"784",12,4
"785",8,2
"786",13,4
"787",17,5
"788",24,8
"789",14,6
"790",18,4
"791",21,6
"792",12,2
"793",8,2
"794",13,4
"795",4,1
"796",11,4
"797",12,5
"798",24,8
"799",33,12
"800",11,3
"801",16,5
"802",19,7
"803",13,3
"804",12,6
"805",13,6
"806",13,5
"807",20,8
"808",16,4
"809",25,9
"810",14,3
"811",21,8
"812",29,11
"813",29,10
"814",23,9
"815",14,5
"816",19,5
"817",22,7
"818",14,3
"819",6,1
"820",8,4
"821",17,5
"822",17,4
"823",20,5
"824",10,2
"825",12,4
"826",10,2
"827",9,6
"828",7,1
"829",18,8
"830",18,6
"831",9,3
"832",10,3
"833",15,5
"834",7,0
"835",13,6
"836",16,6
"837",23,8
"838",7,2
"839",6,2
"840",16,5
"841",16,6
"842",12,6
"843",12,3
"844",14,3
"845",16,5
"846",16,3
"847",9,2
"848",25,8
"849",10,3
"850",15,3
"851",15,4
"852",10,3
"853",13,5
"854",31,9
"855",19,6
"856",19,8
"857",25,8
"858",11,3
"859",25,8
"860",6,3
"861",20,8
"862",29,9
"863",16,6
"864",24,7
"865",5,0
"866",14,3
"867",22,7
"868",3,0
"869",17,5
"870",9,3
"871",13,5
"872",17,5
"873",9,3
"874",19,4
"875",23,7
"876",16,4
"877",26,8
"878",20,7
"879",14,4
"880",12,3
"881",29,9
"882",27,9
"883",7,2
"884",9,4
"885",22,8
"886",9,2
"887",14,6
"888",13,3
"889",22,7
"890",14,5
"891",19,6
"892",13,3
"893",17,6
"894",9,3
"895",25,10
"896",15,4
"897",14,6
"898",10,5
"899",30,10
"900",8,3
"901",19,4
"902",31,11
"903",9,3
"904",8,3
"905",9,2
"906",5,1
"907",29,10
"908",18,6
"909",11,3
"910",28,9
"911",5,2
"912",7,2
"913",22,7
"914",13,5
"915",17,10
"916",28,9
"917",13,5
"918",12,3
"919",26,8
"920",15,4
"921",10,4
"922",13,4
"923",14,5
"924",17,5
"925",15,3
"926",17,5
"927",11,2
"928",29,10
"929",11,2
"930",25,9
"931",11,3
"932",12,6
"933",21,10
"934",22,7
"935",23,9
"936",7,1
"937",14,6
"938",28,10
"939",20,5
"940",15,6
"941",9,2
"942",17,6
"943",16,3
"944",21,7
"945",9,3
"946",16,7
"947",16,6
"948",21,7
"949",5,3
"950",21,7
"951",27,9
"952",15,2
"953",16,5
"954",12,4
"955",7,3
"956",4,3
"957",10,4
"958",12,4
"959",18,6
"960",11,4
"961",12,5
"962",16,4
"963",16,6
"964",23,8
"965",25,8
"966",21,7
"967",16,6
"968",29,8
"969",6,3
"970",11,3
"971",19,4
"972",20,6
"973",12,4
"974",23,10
"975",26,8
"976",4,2
"977",22,6
"978",6,2
"979",10,5
"980",19,5
"981",12,5
"982",23,5
"983",11,2
"984",11,4
"985",14,6
"986",11,5
"987",11,5
"988",11,4
"989",11,4
"990",14,3
"991",14,5
"992",16,4
"993",18,6
"994",12,3
"995",23,7
"996",12,5
"997",8,1
"998",9,3
"999",18,6
"1000",7,4
"1001",12,4
"1002",9,2
"1003",23,6
"1004",5,2
"1005",10,3
"1006",16,6
"1007",7,3
"1008",22,7
"1009",11,2
"1010",16,4
"1011",10,1
"1012",9,3
"1013",16,5
"1014",17,6
"1015",21,8
"1016",6,3
"1017",13,4
"1018",9,1
"1019",10,4
"1020",21,7
"1021",16,4
"1022",4,1
"1023",10,5
"1024",25,7
"1025",12,3
"1026",13,3
"1027",13,5
"1028",4,3
"1029",17,7
"1030",25,7
"1031",13,4
"1032",7,0
"1033",14,6
"1034",12,4
"1035",22,5
"1036",17,5
"1037",24,8
"1038",12,2
"1039",9,0
"1040",13,5
"1041",17,4
"1042",15,5
"1043",17,4
"1044",7,3
"1045",19,7
"1046",30,10
"1047",17,6
"1048",16,4
"1049",15,4
"1050",22,8
"1051",20,6
"1052",24,6
"1053",10,3
"1054",19,6
"1055",24,7
"1056",8,3
"1057",21,9
"1058",14,3
"1059",9,2
"1060",20,7
"1061",9,5
"1062",14,7
"1063",17,5
"1064",16,5
"1065",7,0
"1066",21,7
"1067",25,8
"1068",10,3
"1069",14,4
"1070",17,4
"1071",7,2
"1072",12,6
"1073",6,3
"1074",31,11
"1075",16,5
"1076",19,5
"1077",13,3
"1078",20,6
"1079",18,6
"1080",18,4
"1081",12,3
"1082",22,6
"1083",13,3
"1084",14,3
"1085",24,10
"1086",9,2
"1087",17,7
"1088",16,7
"1089",26,9
"1090",18,5
"1091",14,4
"1092",15,5
"1093",15,6
"1094",11,4
"1095",17,5
"1096",23,7
"1097",6,2
"1098",13,4
"1099",14,5
"1100",20,4
"1101",9,1
"1102",22,9
"1103",13,3
"1104",25,8
"1105",28,7
"1106",34,12
"1107",9,1
"1108",16,3
"1109",24,8
"1110",14,4
"1111",14,3
"1112",10,3
"1113",13,6
"1114",21,7
"1115",22,6
"1116",20,4
"1117",6,2
"1118",9,4
"1119",12,4
"1120",16,7
"1121",11,5
"1122",17,5
"1123",4,2
"1124",16,6
"1125",18,6
"1126",13,4
"1127",18,3
"1128",6,3
"1129",9,3
"1130",8,4
"1131",8,4
"1132",8,2
"1133",17,5
"1134",30,10
"1135",16,6
"1136",14,4
"1137",14,7
"1138",25,8
"1139",16,4
"1140",7,1
"1141",23,9
"1142",18,6
"1143",14,4
"1144",21,6
"1145",12,3
"1146",13,4
"1147",10,2
"1148",27,9
"1149",11,3
"1150",15,6
"1151",10,3
"1152",21,7
"1153",11,3
"1154",12,4
"1155",22,7
"1156",11,4
"1157",26,8
"1158",18,4
"1159",23,7
"1160",15,3
"1161",16,6
"1162",12,2
"1163",26,9
"1164",9,3
"1165",6,3
"1166",18,5
"1167",11,6
"1168",10,6
"1169",15,6
"1170",6,3
"1171",3,1
"1172",26,8
"1173",21,8
"1174",21,6
"1175",18,4
"1176",14,3
"1177",12,4
"1178",8,2
"1179",17,5
"1180",12,3
"1181",11,3
"1182",14,4
"1183",8,4
"1184",20,7
"1185",32,11
"1186",11,2
"1187",6,2
"1188",11,3
"1189",9,4
"1190",19,6
"1191",21,5
"1192",17,6
"1193",22,7
"1194",13,3
"1195",27,9
"1196",12,4
"1197",8,4
"1198",15,4
"1199",9,3
"1200",7,1
"1201",3,1
"1202",19,6
"1203",15,8
"1204",20,8
"1205",8,3
"1206",20,7
"1207",7,2
"1208",12,5
"1209",14,4
"1210",15,4
"1211",17,7
"1212",12,3
"1213",14,4
"1214",7,2
"1215",19,6
"1216",12,5
"1217",11,5
"1218",22,7
"1219",17,5
"1220",13,5
"1221",15,7
"1222",11,4
"1223",17,8
"1224",23,6
"1225",16,2
"1226",17,6
"1227",27,9
"1228",10,4
"1229",29,9
"1230",24,9
"1231",7,2
"1232",21,7
"1233",6,3
"1234",12,6
"1235",14,6
"1236",18,5
"1237",13,5
"1238",21,9
"1239",20,6
"1240",11,3
"1241",28,9
"1242",8,3
"1243",15,6
"1244",33,10
"1245",10,4
"1246",24,7
"1247",26,7
"1248",18,4
"1249",12,5
"1250",26,8
"1251",19,9
"1252",16,6
"1253",14,5
"1254",10,3
"1255",8,1
"1256",8,3
"1257",7,4
"1258",9,2
"1259",28,8
"1260",10,4
"1261",30,10
"1262",7,4
"1263",19,8
"1264",8,3
"1265",11,6
"1266",8,4
"1267",16,8
"1268",16,6
"1269",16,3
"1270",22,8
"1271",23,8
"1272",8,2
"1273",11,3
"1274",11,5
"1275",29,9
"1276",16,6
"1277",12,3
"1278",12,6
"1279",23,7
"1280",11,1
"1281",9,4
"1282",9,3
"1283",14,3
"1284",6,2
"1285",11,3
"1286",22,6
"1287",10,4
"1288",6,1
"1289",13,2
"1290",15,5
"1291",25,8
"1292",12,4
"1293",9,3
"1294",18,7
"1295",28,9
"1296",12,3
"1297",25,7
"1298",17,7
"1299",14,5
"1300",14,6
"1301",19,6
"1302",33,11
"1303",12,4
"1304",15,4
"1305",21,7
"1306",18,7
"1307",19,6
"1308",21,7
"1309",8,3
"1310",26,8
"1311",14,6
"1312",19,7
"1313",25,7
"1314",11,2
"1315",11,5
"1316",13,4
"1317",13,6
"1318",18,5
"1319",20,5
"1320",23,9
"1321",17,5
"1322",10,4
"1323",7,1
"1324",27,9
"1325",7,0
"1326",12,4
"1327",15,7
"1328",11,3
"1329",8,3
"1330",16,7
"1331",22,8
"1332",26,9
"1333",14,3
"1334",17,6
"1335",12,4
"1336",11,5
"1337",16,4
"1338",7,2
"1339",11,3
"1340",18,6
"1341",25,9
"1342",24,8
"1343",23,10
"1344",11,5
"1345",13,4
"1346",23,8
"1347",13,5
"1348",8,3
"1349",23,7
"1350",14,4
"1351",19,6
"1352",10,3
"1353",12,2
"1354",22,5
"1355",5,0
"1356",26,8
"1357",14,3
"1358",10,3
"1359",34,12
"1360",14,3
"1361",8,3
"1362",23,5
"1363",32,10
"1364",19,7
"1365",26,8
"1366",13,5
"1367",10,3
"1368",6,4
"1369",15,6
"1370",10,4
"1371",9,4
"1372",12,3
"1373",13,6
"1374",18,7
"1375",21,7
"1376",14,4
"1377",18,8
"1378",14,6
"1379",16,6
"1380",29,7
"1381",15,5
"1382",12,6
"1383",10,4
"1384",20,6
"1385",21,7
"1386",18,6
"1387",16,4
"1388",11,7
"1389",20,5
"1390",29,8
"1391",11,4
"1392",14,5
"1393",11,4
"1394",16,5
"1395",27,11
"1396",12,5
"1397",12,3
"1398",25,9
"1399",16,6
"1400",11,6
"1401",7,3
"1402",19,7
"1403",17,5
"1404",9,3
"1405",18,6
"1406",17,4
"1407",22,7
"1408",19,6
"1409",15,5
"1410",8,2
"1411",13,4
"1412",10,3
"1413",18,7
"1414",26,9
"1415",11,2
"1416",9,3
"1417",22,10
"1418",17,8
"1419",14,5
"1420",35,11
"1421",11,2
"1422",26,7
"1423",12,5
"1424",16,5
"1425",16,5
"1426",29,11
"1427",12,5
"1428",17,4
"1429",15,7
"1430",12,3
"1431",33,11
"1432",14,5
"1433",9,2
"1434",9,1
"1435",23,7
"1436",13,5
"1437",17,6
"1438",11,6
"1439",8,3
"1440",8,3
"1441",27,8
"1442",27,9
"1443",10,3
"1444",14,5
"1445",9,3
"1446",22,5
"1447",18,8
"1448",23,6
"1449",12,5
"1450",7,3
"1451",10,2
"1452",32,11
"1453",24,9
"1454",11,2
"1455",12,2
"1456",15,6
"1457",11,4
"1458",8,4
"1459",30,10
"1460",11,4
"1461",16,6
"1462",8,2
"1463",14,5
"1464",10,2
"1465",13,2
"1466",13,3
"1467",10,4
"1468",18,5
"1469",12,3
"1470",12,2
"1471",8,2
"1472",10,1
"1473",8,2
"1474",9,3
"1475",14,4
"1476",14,5
"1477",27,8
"1478",10,3
"1479",12,4
"1480",19,8
"1481",11,4
"1482",17,5
"1483",16,7
"1484",24,7
"1485",29,8
"1486",10,4
"1487",18,6
"1488",13,3
"1489",9,3
"1490",6,2
"1491",26,7
"1492",15,6
"1493",11,6
"1494",13,5
"1495",6,3
"1496",9,1
"1497",23,7
"1498",14,2
"1499",18,3
"1500",34,11
"1501",12,5
"1502",12,4
"1503",9,3
"1504",17,7
"1505",12,6
"1506",18,7
"1507",10,3
"1508",21,7
"1509",21,6
"1510",20,7
"1511",17,4
"1512",18,4
"1513",16,5
"1514",12,4
"1515",32,12
"1516",14,4
"1517",17,5
"1518",17,6
"1519",19,5
"1520",14,7
"1521",15,7
"1522",13,5
"1523",32,11
"1524",11,3
"1525",12,3
"1526",22,9
"1527",6,1
"1528",7,3
"1529",26,8
"1530",22,8
"1531",11,3
"1532",30,10
"1533",25,8
"1534",11,3
"1535",8,2
"1536",17,6
"1537",21,4
"1538",15,4
"1539",12,5
"1540",18,5
"1541",17,4
"1542",14,4
"1543",6,1
"1544",6,3
"1545",21,4
"1546",9,3
"1547",13,5
"1548",14,5
"1549",23,8
"1550",22,6
"1551",16,2
"1552",12,4
"1553",21,5
"1554",18,5
"1555",17,7
"1556",14,3
"1557",15,4
"1558",16,5
"1559",18,5
"1560",15,5
"1561",16,7
"1562",12,3
"1563",19,5
"1564",9,3
"1565",9,2
"1566",12,6
"1567",24,8
"1568",8,3
"1569",33,12
"1570",9,3
"1571",10,3
"1572",16,4
"1573",18,5
"1574",12,2
"1575",14,5
"1576",19,7
"1577",5,1
"1578",13,4
"1579",6,2
"1580",10,2
"1581",24,7
"1582",15,5
"1583",18,4
"1584",14,3
"1585",9,3
"1586",15,5
"1587",30,9
"1588",11,5
"1589",8,4
"1590",3,0
"1591",9,2
"1592",25,8
"1593",9,4
"1594",19,6
"1595",17,6
"1596",11,6
"1597",17,6
"1598",9,4
"1599",11,3
"1600",14,7
"1601",9,3
"1602",14,6
"1603",13,5
"1604",15,5
"1605",12,3
"1606",18,6
"1607",14,6
"1608",22,7
"1609",27,6
"1610",13,3
"1611",13,4
"1612",20,6
"1613",17,7
"1614",9,4
"1615",16,6
"1616",21,5
"1617",32,10
"1618",25,6
"1619",27,8
"1620",23,7
"1621",13,5
"1622",24,7
"1623",24,8
"1624",8,1
"1625",21,7
"1626",12,3
"1627",26,8
"1628",8,4
"1629",14,4
"1630",21,6
"1631",33,11
"1632",22,6
"1633",10,2
"1634",16,5
"1635",20,6
"1636",29,9
"1637",23,7
"1638",24,7
"1639",16,6
"1640",12,6
"1641",30,10
"1642",9,4
"1643",11,1
"1644",14,3
"1645",19,7
"1646",14,5
"1647",19,6
"1648",20,7
"1649",10,4
"1650",12,5
"1651",22,8
"1652",14,5
"1653",20,7
"1654",8,2
"1655",8,4
